-e FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATE_CONVERT	DATA_CODING	Path	Category	Field	ValueType
-e 130625		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D51 (vitamin b12 deficiency anaemia)	Categorical single
-e 130626					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D52 first reported (folate deficiency anaemia)	Date
-e 130627		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D52 (folate deficiency anaemia)	Categorical single
-e 130628					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D53 first reported (other nutritional anaemias)	Date
-e 130629		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D53 (other nutritional anaemias)	Categorical single
-e 130630					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D55 first reported (anaemia due to enzyme disorders)	Date
-e 130631		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D55 (anaemia due to enzyme disorders)	Categorical single
-e 130632					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D56 first reported (thalassaemia)	Date
-e 130633		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D56 (thalassaemia)	Categorical single
-e 130634					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D57 first reported (sickle-cell disorders)	Date
-e 130635		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D57 (sickle-cell disorders)	Categorical single
-e 130636					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D58 first reported (other hereditary haemolytic anaemias)	Date
-e 130637		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D58 (other hereditary haemolytic anaemias)	Categorical single
-e 130638					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D59 first reported (acquired haemolytic anaemia)	Date
-e 130639		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D59 (acquired haemolytic anaemia)	Categorical single
-e 130640					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D60 first reported (acquired pure red cell aplasia [erythroblastopenia])	Date
-e 130641		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D60 (acquired pure red cell aplasia [erythroblastopenia])	Categorical single
-e 130642					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D61 first reported (other aplastic anaemias)	Date
-e 130643		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D61 (other aplastic anaemias)	Categorical single
-e 130644					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D62 first reported (acute posthaemorrhagic anaemia)	Date
-e 130645		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D62 (acute posthaemorrhagic anaemia)	Categorical single
-e 130646					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D63 first reported (anaemia in chronic diseases classified elsewhere)	Date
-e 130647		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D63 (anaemia in chronic diseases classified elsewhere)	Categorical single
-e 130648					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D64 first reported (other anaemias)	Date
-e 130649		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D64 (other anaemias)	Categorical single
-e 130650					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D65 first reported (disseminated intravascular coagulation [defibrination syndrome])	Date
-e 130651		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D65 (disseminated intravascular coagulation [defibrination syndrome])	Categorical single
-e 130652					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D66 first reported (hereditary factor viii deficiency)	Date
-e 130653		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D66 (hereditary factor viii deficiency)	Categorical single
-e 130654					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D67 first reported (hereditary factor ix deficiency)	Date
-e 130655		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D67 (hereditary factor ix deficiency)	Categorical single
-e 130656					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D68 first reported (other coagulation defects)	Date
-e 130657		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D68 (other coagulation defects)	Categorical single
-e 130658					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D69 first reported (purpura and other haemorrhagic conditions)	Date
-e 130659		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D69 (purpura and other haemorrhagic conditions)	Categorical single
-e 130660					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D70 first reported (agranulocytosis)	Date
-e 130661		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D70 (agranulocytosis)	Categorical single
-e 130662					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D71 first reported (functional disorders of polymorphonuclear neutrophils)	Date
-e 130663		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D71 (functional disorders of polymorphonuclear neutrophils)	Categorical single
-e 130664					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D72 first reported (other disorders of white blood cells)	Date
-e 130665		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D72 (other disorders of white blood cells)	Categorical single
-e 130666					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D73 first reported (diseases of spleen)	Date
-e 130667		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D73 (diseases of spleen)	Categorical single
-e 130668					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D74 first reported (methaemoglobinaemia)	Date
-e 130669		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D74 (methaemoglobinaemia)	Categorical single
-e 130670					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D75 first reported (other diseases of blood and blood-forming organs)	Date
-e 130671		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D75 (other diseases of blood and blood-forming organs)	Categorical single
-e 130672					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D76 first reported (certain diseases involving lymphoreticular tissue and reticulohistiocytic system)	Date
-e 130673		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D76 (certain diseases involving lymphoreticular tissue and reticulohistiocytic system)	Categorical single
-e 130674					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D77 first reported (other disorders of blood and blood-forming organs in diseases classified elsewhere)	Date
-e 130675		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D77 (other disorders of blood and blood-forming organs in diseases classified elsewhere)	Categorical single
-e 130676					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D80 first reported (immunodeficiency with predominantly antibody defects)	Date
-e 130677		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D80 (immunodeficiency with predominantly antibody defects)	Categorical single
-e 130678					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D81 first reported (combined immunodeficiencies)	Date
-e 130679		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D81 (combined immunodeficiencies)	Categorical single
-e 130680					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D82 first reported (immunodeficiency associated with other major defects)	Date
-e 130681		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D82 (immunodeficiency associated with other major defects)	Categorical single
-e 130682					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D83 first reported (common variable immunodeficiency)	Date
-e 130683		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D83 (common variable immunodeficiency)	Categorical single
-e 130684					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D84 first reported (other immunodeficiencies)	Date
-e 130685		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D84 (other immunodeficiencies)	Categorical single
-e 130686					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D86 first reported (sarcoidosis)	Date
-e 130687		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D86 (sarcoidosis)	Categorical single
-e 130688					BINARY		Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Date D89 first reported (other disorders involving the immune mechanism, not elsewhere classified)	Date
-e 130689		YES-PROCESSING					Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders	2403	Source of report of D89 (other disorders involving the immune mechanism, not elsewhere classified)	Categorical single
-e 130692					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E01 first reported (iodine-deficiency-related thyroid disorders and allied conditions)	Date
-e 130693		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E01 (iodine-deficiency-related thyroid disorders and allied conditions)	Categorical single
-e 130694					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E02 first reported (subclinical iodine-deficiency hypothyroidism)	Date
-e 130695		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E02 (subclinical iodine-deficiency hypothyroidism)	Categorical single
-e 130696					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E03 first reported (other hypothyroidism)	Date
-e 130697		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E03 (other hypothyroidism)	Categorical single
-e 130698					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E04 first reported (other non-toxic goitre)	Date
-e 130699		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E04 (other non-toxic goitre)	Categorical single
-e 130700					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E05 first reported (thyrotoxicosis [hyperthyroidism])	Date
-e 130701		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E05 (thyrotoxicosis [hyperthyroidism])	Categorical single
-e 130702					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E06 first reported (thyroiditis)	Date
-e 130703		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E06 (thyroiditis)	Categorical single
-e 130704					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E07 first reported (other disorders of thyroid)	Date
-e 130705		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E07 (other disorders of thyroid)	Categorical single
-e 130706					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E10 first reported (insulin-dependent diabetes mellitus)	Date
-e 130707		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E10 (insulin-dependent diabetes mellitus)	Categorical single
-e 130708					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E11 first reported (non-insulin-dependent diabetes mellitus)	Date
-e 130709		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E11 (non-insulin-dependent diabetes mellitus)	Categorical single
-e 130710					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E12 first reported (malnutrition-related diabetes mellitus)	Date
-e 130711		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E12 (malnutrition-related diabetes mellitus)	Categorical single
-e 130712					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E13 first reported (other specified diabetes mellitus)	Date
-e 130713		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E13 (other specified diabetes mellitus)	Categorical single
-e 130714					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E14 first reported (unspecified diabetes mellitus)	Date
-e 130715		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E14 (unspecified diabetes mellitus)	Categorical single
-e 130716					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E15 first reported (nondiabetic hypoglycaemic coma)	Date
-e 130717		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E15 (nondiabetic hypoglycaemic coma)	Categorical single
-e 130718					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E16 first reported (other disorders of pancreatic internal secretion)	Date
-e 130719		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E16 (other disorders of pancreatic internal secretion)	Categorical single
-e 130720					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E20 first reported (hypoparathyroidism)	Date
-e 130721		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E20 (hypoparathyroidism)	Categorical single
-e 130722					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E21 first reported (hyperparathyroidism and other disorders of parathyroid gland)	Date
-e 130723		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E21 (hyperparathyroidism and other disorders of parathyroid gland)	Categorical single
-e 130724					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E22 first reported (hyperfunction of pituitary gland)	Date
-e 130725		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E22 (hyperfunction of pituitary gland)	Categorical single
-e 130726					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E23 first reported (hypofunction and other disorders of pituitary gland)	Date
-e 130727		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E23 (hypofunction and other disorders of pituitary gland)	Categorical single
-e 130728					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E24 first reported (cushing's syndrome)	Date
-e 130729		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E24 (cushing's syndrome)	Categorical single
-e 130730					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E25 first reported (adrenogenital disorders)	Date
-e 130731		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E25 (adrenogenital disorders)	Categorical single
-e 130732					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E26 first reported (hyperaldosteronism)	Date
-e 130733		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E26 (hyperaldosteronism)	Categorical single
-e 130734					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E27 first reported (other disorders of adrenal gland)	Date
-e 130735		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E27 (other disorders of adrenal gland)	Categorical single
-e 130736					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E28 first reported (ovarian dysfunction)	Date
-e 130737		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E28 (ovarian dysfunction)	Categorical single
-e 130738					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E29 first reported (testicular dysfunction)	Date
-e 130739		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E29 (testicular dysfunction)	Categorical single
-e 130740					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E30 first reported (disorders of puberty, not elsewhere classified)	Date
-e 130741		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E30 (disorders of puberty, not elsewhere classified)	Categorical single
-e 130742					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E31 first reported (polyglandular dysfunction)	Date
-e 130743		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E31 (polyglandular dysfunction)	Categorical single
-e 130744					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E32 first reported (diseases of thymus)	Date
-e 130745		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E32 (diseases of thymus)	Categorical single
-e 130746					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E34 first reported (other endocrine disorders)	Date
-e 130747		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E34 (other endocrine disorders)	Categorical single
-e 130748					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E35 first reported (disorders of endocrine glands in diseases classified elsewhere)	Date
-e 130749		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E35 (disorders of endocrine glands in diseases classified elsewhere)	Categorical single
-e 130750	X						Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E40 first reported (kwashiorkor)	Date
-e 130751	X						Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E40 (kwashiorkor)	Categorical single
-e 130752					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E41 first reported (nutritional marasmus)	Date
-e 130753		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E41 (nutritional marasmus)	Categorical single
-e 130756					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E43 first reported (unspecified severe protein-energy malnutrition)	Date
-e 130757		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E43 (unspecified severe protein-energy malnutrition)	Categorical single
-e 130758					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E44 first reported (protein-energy malnutrition of moderate and mild degree)	Date
-e 130759		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E44 (protein-energy malnutrition of moderate and mild degree)	Categorical single
-e 130760					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E45 first reported (retarded development following protein-energy malnutrition)	Date
-e 130761		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E45 (retarded development following protein-energy malnutrition)	Categorical single
-e 130762					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E46 first reported (unspecified protein-energy malnutrition)	Date
-e 130763		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E46 (unspecified protein-energy malnutrition)	Categorical single
-e 130764					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E50 first reported (vitamin a deficiency)	Date
-e 130765		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E50 (vitamin a deficiency)	Categorical single
-e 130766					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E51 first reported (thiamine deficiency)	Date
-e 130767		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E51 (thiamine deficiency)	Categorical single
-e 130768					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E52 first reported (niacin deficiency [pellagra])	Date
-e 130769		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E52 (niacin deficiency [pellagra])	Categorical single
-e 130770					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E53 first reported (deficiency of other b group vitamins)	Date
-e 130771		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E53 (deficiency of other b group vitamins)	Categorical single
-e 130772					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E54 first reported (ascorbic acid deficiency)	Date
-e 130773		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E54 (ascorbic acid deficiency)	Categorical single
-e 130774					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E55 first reported (vitamin d deficiency)	Date
-e 130775		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E55 (vitamin d deficiency)	Categorical single
-e 130776					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E56 first reported (other vitamin deficiencies)	Date
-e 130777		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E56 (other vitamin deficiencies)	Categorical single
-e 130778					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E58 first reported (dietary calcium deficiency)	Date
-e 130779		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E58 (dietary calcium deficiency)	Categorical single
-e 130780					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E59 first reported (dietary selenium deficiency)	Date
-e 130781		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E59 (dietary selenium deficiency)	Categorical single
-e 130782					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E60 first reported (dietary zinc deficiency)	Date
-e 130783		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E60 (dietary zinc deficiency)	Categorical single
-e 130784					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E61 first reported (deficiency of other nutrient elements)	Date
-e 130785		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E61 (deficiency of other nutrient elements)	Categorical single
-e 130786					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E63 first reported (other nutritional deficiencies)	Date
-e 130787		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E63 (other nutritional deficiencies)	Categorical single
-e 130788					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E64 first reported (sequelae of malnutrition and other nutritional deficiencies)	Date
-e 130789		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E64 (sequelae of malnutrition and other nutritional deficiencies)	Categorical single
-e 130790					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E65 first reported (localised adiposity)	Date
-e 130791		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E65 (localised adiposity)	Categorical single
-e 130792					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E66 first reported (obesity)	Date
-e 130793		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E66 (obesity)	Categorical single
-e 130794					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E67 first reported (other hyperalimentation)	Date
-e 130795		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E67 (other hyperalimentation)	Categorical single
-e 130796					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E68 first reported (sequelae of hyperalimentation)	Date
-e 130797		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E68 (sequelae of hyperalimentation)	Categorical single
-e 130798					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E70 first reported (disorders of aromatic amino-acid metabolism)	Date
-e 130799		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E70 (disorders of aromatic amino-acid metabolism)	Categorical single
-e 130800					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E71 first reported (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism)	Date
-e 130801		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E71 (disorders of branched-chain amino-acid metabolism and fatty-acid metabolism)	Categorical single
-e 130802					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E72 first reported (other disorders of amino-acid metabolism)	Date
-e 130803		YES-PROCESSING					Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Source of report of E72 (other disorders of amino-acid metabolism)	Categorical single
-e 130804					BINARY		Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases	2404	Date E73 first reported (lactose intolerance)	Date
